Train Number,Train Name,From Station,To Station
01462,DD SUR DMU SPL,DAUND JN,SOLAPUR JN
01513,MRJ KOP DEMU EXP,MIRAJ JN,C SHAHUMHARAJ T
01521,PUNE DD DEMU SPL,PUNE JN,DAUND JN
01522,DD HDP DEMU SPL,DAUND JN,HADAPSAR
01523,DD BRMT DEMU SPL,DAUND JN,BARAMATI
01524,DD PUNE SHUTTLE,DAUND JN,PUNE JN
01526,BRMT PUNE DEMU SPL,BARAMATI,PUNE JN
01527,DD BRMT DEMU SPL,DAUND JN,BARAMATI
01528,DD PUNE MEMU SPL,BARAMATI,PUNE JN
01530,DD PUNE MEMU SPL,DAUND JN,PUNE JN
01531,PUNE DD MEMU SPL,PUNE JN,BARAMATI
01532,BRMT DD MEMU SPL,BARAMATI,DAUND JN
01533,PUNE DD MEMU SPL,PUNE JN,DAUND JN
01535,PUNE PLLD DEMU SPL,PUNE JN,PHALTAN
01536,PLLD PUNE DEMU SPL,PHALTAN,PUNE JN
01537,LNN PLLD DEMU SPL,LONAND JN,PHALTAN
01538,PLLD LNN DEMU SPL,PHALTAN,LONAND JN
01539,PUNE STR DEMU SPL,PUNE JN,SATARA
01540,STR PUNE DEMU SPL,SATARA,PUNE JN
01541,STR KOP DEMU SPL,SATARA,C SHAHUMHARAJ T
01542,KOP STR DEMU SPL,C SHAHUMHARAJ T,SATARA
01543,MRJ KOP DEMU SPL,MIRAJ JN,C SHAHUMHARAJ T
01544,KOP MRJ DEMU SPL,C SHAHUMHARAJ T,MIRAJ JN
01547,MRJ KOP DEMU SPL,MIRAJ JN,C SHAHUMHARAJ T
01548,KOP MRJ DEMU SPL,C SHAHUMHARAJ T,MIRAJ JN
01553,LNL SVJR EMU SPL,LONAVALA,SHIVAJINAGAR
01565,LNL SVJR EMU SPL,LONAVALA,SHIVAJINAGAR
01566,PUNE LNL EMU,PUNE JN,LONAVALA
01573,LNL PUNE EMU SPL,LONAVALA,PUNE JN
01574,SVJR LNL EMU SPL,SHIVAJINAGAR,LONAVALA
01576,SVJR LNL EMU SPL,SHIVAJINAGAR,LONAVALA
01586,PUNE TGN EMU SPL,PUNE JN,TALEGAON
01587,TGN PUNE EMU SPL,TALEGAON,PUNE JN
01605,PTK JMKR EXP SPL,PATHANKOT,JAWLMUKHI ROAD
01606,PTK JMKR EXP SPL,JAWLMUKHI ROAD,PATHANKOT
01607,PTK JDNX SPL,JAWLMUKHI ROAD,JOGINDER NAGAR
01610,BJPL PTK SPL,JOGINDER NAGAR,BAIJNATHPAPROLA
01747,BTT BCY PASS,BHATNI JN,VARANASI CITY
01748,BSBS BTT PASS,BANARAS,BHATNI JN
01763,SBC CPT MEMU SPL,KSR BANGALORE CY JN,CHANNAPATNA
01764,RMGM SBC PASS SPL,CHANNAPATNA,KSR BANGALORE CY JN
01765,SBC WFD MEMU SPL,KSR BANGALORE CY JN,WHITEFIELD
01766,WFD SBC MEMU SPL,WHITEFIELD,KSR BANGALORE CY JN
01767,GD BRK PASS SPL,GONDA JN,BAHRAICH
01768,BRK GD PASS SPL,BAHRAICH,GONDA JN
01771,SBC MKM MEMU SPL,KSR BANGALORE CY JN,MARIKUPPAM
01772,MKM SBC MEMU SPL,MARIKUPPAM,KSR BANGALORE CY JN
01773,BWT SBC MEMU SPL,BANGARAPET,KSR BANGALORE CY JN
01774,SBC MKM MEMU SPL,KSR BANGALORE CY JN,MARIKUPPAM
01775,SBC MKM MEMU SPL,KSR BANGALORE CY JN,MARIKUPPAM
01776,MKM SBC MEMU SPL,MARIKUPPAM,KSR BANGALORE CY JN
01777,BWT MKM MEMU SPL,BANGARAPET,MARIKUPPAM
01778,MKM BYPL MEMU SPL,MARIKUPPAM,BAIYYAPPANAHALI
01779,BYPL MKM MEMU SPL,BAIYYAPPANAHALI,MARIKUPPAM
01780,MKM BWT MEMU SPL,MARIKUPPAM,BANGARAPET
01781,MKM BWT MEMU SPL,MARIKUPPAM,BANGARAPET
01782,BWT MKM MEMU SPL,BANGARAPET,MARIKUPPAM
01801,MKP CNB PASS,MANIKPUR JN,KANPUR CENTRAL
01802,CNB MKP PASS,KANPUR CENTRAL,MANIKPUR JN
01809,JHS BNDA PASS SPL,V LAKSHMIBAI JHANSI,BANDA JN
01810,BNDA JHS PASS SPL,BANDA JN,V LAKSHMIBAI JHANSI
01825,CNB BRT MEMU SPL,KANPUR CENTRAL,BRAHMAVART
01826,BRT CNB MEMU SPL,BRAHMAVART,KANPUR CENTRAL
01827,CNB BRT MEMU SPL,KANPUR CENTRAL,BRAHMAVART
01828,BRT CNB MEMU SPL,BRAHMAVART,KANPUR CENTRAL
01883,BINA GWL PASS SPL,BINA JN,GWALIOR
01884,GWL BINA PASS SPL,GWALIOR,BINA JN
01885,BINA DMO EXP SPL,BINA JN,DAMOH
01886,DMO BINA EXP SPL,DAMOH,BINA JN
01887,GWL ETW PASS SPL,GWALIOR,ETAWAH
01888,ETW GWL PASS SPL,ETAWAH,GWALIOR
01889,GWL BIX PASS SPL,GWALIOR,BHIND
01890,BIX GWL PASS SPL,BHIND,GWALIOR
01891,GWL ETW SPL,GWALIOR,ETAWAH
01892,ETW GWL MEMU SPL,ETAWAH,GWALIOR
01893,GWL JPO MEMU SPL,GWALIOR,JORA ALAPUR
01894,JPO GWL MEMU SPL,JORA ALAPUR,GWALIOR
01895,GWL JPO MEMU SPL,GWALIOR,JORA ALAPUR
01896,JPO GWL MEMU SPL,JORA ALAPUR,GWALIOR
01897,GWL JPO MEMU SPL,GWALIOR,JORA ALAPUR
01898,JPO GWL MEMU SPL,JORA ALAPUR,GWALIOR
01903,IDH BKI MEMU SPL,IDGAH AGRA JN,BANDIKUI JN
01904,BKI IDH MEMU SPL,BANDIKUI JN,IDGAH AGRA JN
01911,IDH BKI MEMU SPL,IDGAH AGRA JN,BANDIKUI JN
01912,BKI IDH MEMU SPL,BANDIKUI JN,IDGAH AGRA JN
03005,BWN ASN MEMU PGR SPL,BARDDHAMAN JN,ASANSOL JN
03037,SBG BGP PASS SPL,SAHIBGANJ JN,BHAGALPUR
03038,BGP SBG PASS SPL,BHAGALPUR,SAHIBGANJ JN
03041,KWAE AZ PASS SPL,KATWA,AZIMGANJ JN
03042,AZ KWAE PASS SPL,AZIMGANJ JN,KATWA
03051,HWH BWN MEMU SPL,HOWRAH JN,BARDDHAMAN JN
03052,BWN HWH MEMU SPL,BARDDHAMAN JN,HOWRAH JN
03055,KWAE AMP PASS,KATWA,AHMADPUR JN
03056,AMP KWAE PASS,AHMADPUR JN,KATWA
03057,AZ NILE PASS,AZIMGANJ JN,NIMTITA
03058,NILE AZ PASS,NIMTITA,AZIMGANJ JN
03059,KWAE NILE PASS,KATWA,NIMTITA
03060,NILE KWAE PASS,NIMTITA,KATWA
03061,KWAE AZ PASS SPL,KATWA,AZIMGANJ JN
03062,AZ KWAE PASS SPL,AZIMGANJ JN,KATWA
03065,AZ RPH PASS SPL,AZIMGANJ JN,RAMPUR HAT
03066,RPH AZ PASS SPL,RAMPUR HAT,AZIMGANJ JN
03067,KWAE AZ MEMU SPL,KATWA,RAMPUR HAT
03068,AZ KWAE MEMU SPL,AZIMGANJ JN,KATWA
03069,AZ RPH PASS SPL,AZIMGANJ JN,RAMPUR HAT
03070,RPH AZ PASS SPL,RAMPUR HAT,AZIMGANJ JN
03073,BWN RPH MEMU SPL,BARDDHAMAN JN,RAMPUR HAT
03074,RPH BWN MEMU SPL,RAMPUR HAT,BARDDHAMAN JN
03075,KWAE AZ MEMU SPL,KATWA,AZIMGANJ JN
03076,AZ KWAE MEMU SPL,AZIMGANJ JN,KATWA
03077,AZ RPH MEMU SPL,AZIMGANJ JN,RAMPUR HAT
03078,RPH AZ MEMU SPL,RAMPUR HAT,AZIMGANJ JN
03079,BWN RPH PASS SPL,BARDDHAMAN JN,RAMPUR HAT
03080,RPH BWN MEMU SPL,RAMPUR HAT,BARDDHAMAN JN
03085,AZ NHT MEMU SPL,AZIMGANJ JN,NALHATI JN
03086,NHT AZ MEMU SPL,NALHATI JN,AZIMGANJ JN
03087,AZ RPH MEMU SPL,AZIMGANJ JN,RAMPUR HAT
03088,RPH AZ MEMU SPL,RAMPUR HAT,AZIMGANJ JN
03094,RPH AZ MEMU SPL,RAMPUR HAT,AZIMGANJ JN
03095,KWAE AZ MEMU SPL,KATWA,AZIMGANJ JN
03096,AZ KWAE MEMU SPL,AZIMGANJ JN,KATWA
03099,KWAE AMP MEMU,KATWA,AHMADPUR JN
03100,AMP KWAE MEMU,AHMADPUR JN,KATWA
03111,SDAH GODA MEMU SPL,SEALDAH,GODDA
03112,GODA SDAH MEMU SPL,GODDA,SEALDAH
03115,SDAH LGL MEMU SPL,SEALDAH,LALGOLA
03116,LGL SDAH MEMU SPL,LALGOLA,SEALDAH
03139,SDAH RHA MEMU SPL,SEALDAH,RANAGHAT JN
03140,RHA SDAH MEMU SPL,RANAGHAT JN,SEALDAH
03143,RHA LGL MEMU SPL,RANAGHAT JN,LALGOLA
03144,LGL RHA MEMU SPL,LALGOLA,RANAGHAT JN
03171,SDAH LGL PASS SPL,SEALDAH,LALGOLA
03172,LGL SDAH PASS SPL,LALGOLA,SEALDAH
03183,SDAH LGL PASS SPL,SEALDAH,LALGOLA
03184,LGL SDAH PASS SPL,LALGOLA,SEALDAH
03189,SDAH LGL PASS SPL,SEALDAH,LALGOLA
03190,LGL SDAH PASS SPL,LALGOLA,SEALDAH
03191,SDAH LGL PASS SPL,SEALDAH,LALGOLA
03192,LGL SDAH PASS SPL,LALGOLA,SEALDAH
03193,KOAA LGL MEMU SPL,KOLKATA,LALGOLA
03194,LGL KOAA MEMU SPL,LALGOLA,KOLKATA
03195,SDAH LGL MEMU SPL,SEALDAH,LALGOLA
03196,LGL SDAH MEMU SPL,LALGOLA,SEALDAH
03197,SDAH LGL MEMU SPL,SEALDAH,LALGOLA
03198,LGL SDAH MEMU SPL,LALGOLA,SEALDAH
03203,PNBE DDU MEMU SPL,PATNA JN,PT DEEN DAYAL UPADHYAY JN
03204,DDU PNBE MEMU SPL,PT DEEN DAYAL UPADHYAY JN,PATNA JN
03207,BXR DDU MEMU SPL,BUXAR,PT DEEN DAYAL UPADHYAY JN
03208,DDU BXR MEMU SPL,PT DEEN DAYAL UPADHYAY JN,BUXAR
03209,KIUL MKA MEMU SPL,KIUL JN,MOKAMEH JN
03210,MKA KIUL MEMU SPL,MOKAMEH JN,KIUL JN
03211,PATNA GAYA MEMU,PATNA JN,GAYA JN
03212,GAYA PATNA MEMU,GAYA JN,PATNA JN
03213,JHAJHA PNBE MEMU SPL,JHAJHA,PATNA JN
03214,PNBE JHAJHA MEMU SPL,PATNA JN,JHAJHA
03217,BJU DNR MEMU SPL,BARAUNI JN,DANAPUR
03218,DNR BJU MEMU SPL,DANAPUR,BARAUNI JN
03221,PNBE ARA MEMU SPL,PATNA JN,ARA
03222,ARA PNBE MEMU SPL,ARA,PATNA JN
03223,RGD FUT MEMU SPL,RAJGIR,FATUHA JN
03224,FUT RGD MEMU SPL,FATUHA JN,RAJGIR
03231,RGD DNR MEMU SPL,RAJGIR,DANAPUR
03232,DNR RGD MEMU SPL,DANAPUR,RAJGIR
03237,HIL FUT PASS SPL,HILSA,FATUHA JN
03238,FUT HIL PASS SPL,FATUHA JN,HILSA
03261,PNBE BXR MEMU SPL,FATUHA JN,BUXAR
03262,BXR PNBE MEMU SPL,BUXAR,FATUHA JN
03263,PNBE GAYA MEMU SPL,PATNA JN,GAYA JN
03264,GAYA PNBE MEMU SPL,GAYA JN,PATNA JN
03267,KIUL PNBE MEMU SPL,KIUL JN,PATNA JN
03268,PNBE KIUL MEMU SPL,PATNA JN,KIUL JN
03269,PNBE GAYA MEMU SPL,PATNA JN,GAYA JN
03270,GAYA PNBE MEMU SPL,GAYA JN,PATNA JN
03271,IPR PNBE MEMU SPL,ISLAMPUR,PATNA JN
03272,PNBE IPR MEMU SPL,PATNA JN,ISLAMPUR
03273,DGHR PNBE MEMU SPL,DEOGHAR,PATNA JN
03274,PNBE DGHR MEMU SPL,PATNA JN,DEOGHAR
03275,PNBE GAYA MEMU SPL,PATNA JN,GAYA JN
03276,GAYA PNBE MEMU SPL,GAYA JN,PATNA JN
03277,DNR RPR MEMU SPL,DANAPUR,RAGHUNATHPUR
03278,RPR PNBE MEMU SPL,RAGHUNATHPUR,PATNA JN
03279,MKA PNBE MEMU SPL,MOKAMEH JN,PATNA JN
03280,PNBE MKA MEMU SPL,PATNA JN,MOKAMEH JN
03283,BJU PNBE MEMU SPL,BARAUNI JN,PATNA JN
03284,PNBE BJU MEMU SPL,PATNA JN,BARAUNI JN
03285,PNBE ARA MEMU SPL,PATNA JN,ARA
03286,ARA PNBE MEMU SPL,ARA,PATNA JN
03289,BSB PNBE MEMU SPL,VARANASI JN,PATNA JN
03291,PPTA PNBE MEMU SPL,PATLIPUTRA,PATNA JN
03292,PNBE PPTA MEMU SPL,PATNA JN,PATLIPUTRA
03293,PNBE DDU MEMU SPL,PATNA JN,PT DEEN DAYAL UPADHYAY JN
03294,DDU PNBE MEMU SPL,PT DEEN DAYAL UPADHYAY JN,PATNA JN
03295,BJU PPTA MEMU SPL,BARAUNI JN,PATLIPUTRA
03296,PPTA BJU MEMU SPL,PATLIPUTRA,BARAUNI JN
03298,PNBE BSB MEMU SPL,PATNA JN,VARANASI JN
03311,BRWD DOS PASS SPL,BARWADIH JN,DEHRI ON SONE
03312,DOS BRWD PASS SPL,DEHRI ON SONE,BARWADIH JN
03315,KIR SPJ MEMU SPL,KATIHAR JN,SAMASTIPUR JN
03316,SPJ KIR MEMU SPL,SAMASTIPUR JN,KATIHAR JN
03323,SNDT DHN PASS SPL,SINDRI TOWN,DHANBAD JN
03324,DHN SNDT PASS SPL,DHANBAD JN,SINDRI TOWN
03327,SNDT GMO PASS SPL,SINDRI TOWN,NSC BOSE J GOMO
03328,GMO SNDT PASS SPL,NSC BOSE J GOMO,SINDRI TOWN
03333,DDU SFG MEMU SPL,PT DEEN DAYAL UPADHYAY JN,SUBEDARGANJ
03334,SFG DDU MEMU SPL,SUBEDARGANJ,PT DEEN DAYAL UPADHYAY JN
03335,PNBE GAYA MEMU SPL,PATNA JN,GAYA JN
03336,GAYA PNBE MEMU SPL,GAYA JN,PATNA JN
03337,PNBE GAYA MEMU SPL,PATNA JN,GAYA JN
03338,GAYA PNBE MEMU SPL,GAYA JN,PATNA JN
03340,GAYA PNBE MEMU SPL,GAYA JN,PATNA JN
03341,BRKA DOS PASS,BARKA KANA,DEHRI ON SONE
03342,DOS BRKA PASS,DEHRI ON SONE,BARKA KANA
03343,GMO CPU PASS,NSC BOSE J GOMO,CHOPAN
03344,CPU GMO PASS,CHOPAN,NSC BOSE J GOMO
03353,PATNA GAYA MEMU,PATNA JN,GAYA JN
03354,GAYA PATNA MEMU,GAYA JN,PATNA JN
03355,KIUL GAYA MEMU,KIUL JN,GAYA JN
03356,GAYA KIUL MEMU,GAYA JN,KIUL JN
03359,BRKA BSB PASS SPL,BARKA KANA,VARANASI JN
03360,BSB BRKA PASS SPL,VARANASI JN,BARKA KANA
03361,GMO BRWD PASS SPL,NSC BOSE J GOMO,BARWADIH JN
03362,BRWD GMO PASS SPL,BARWADIH JN,NSC BOSE J GOMO
03363,BRWD DOS PASS SPL,BARWADIH JN,DEHRI ON SONE
03364,DOS BRWD PASS SPL,DEHRI ON SONE,BARWADIH JN
03365,PNBE GAYA MEMU SPL,PATNA JN,GAYA JN
03367,KIR SEE MEMU SPL,KATIHAR JN,SONPUR JN
03368,SEE KIR MEMU SPL,SONPUR JN,KATIHAR JN
03371,KQR BRKA PASS SPL,KODERMA,BARKA KANA
03372,BRKA KQR PASS SPL,BARKA KANA,KODERMA
03373,PNBE GAYA MEMU SPL,PATNA JN,GAYA JN
03374,GAYA PNBE PASS SPL,GAYA JN,PATNA JN
03375,PNBE BXR MEMU SPL,PATNA JN,BUXAR
03376,BXR PNBE MEMU SPL,BUXAR,PATNA JN
03377,MKA PNBE PASS SPL,MOKAMEH JN,PATNA JN
03378,PNBE MKA PASS SPL,PATNA JN,MOKAMEH JN
03379,BJU PNBE MEMU SPL,BARAUNI JN,PATNA JN
03380,PNBE BJU MEMU SPL,PATNA JN,BARAUNI JN
03381,GAYA DOS MEMU SPL,GAYA JN,DEHRI ON SONE
03382,DOS GAYA MEMU SPL,DEHRI ON SONE,GAYA JN
03383,GAYA DDU MEMU SPL,GAYA JN,PT DEEN DAYAL UPADHYAY JN
03384,DDU GAYA MEMU SPL,PT DEEN DAYAL UPADHYAY JN,GAYA JN
03385,JAJ GAYA PASS SPL,JHAJHA,GAYA JN
03386,GAYA JAJ PASS SPL,GAYA JN,JHAJHA
03389,KIUL GAYA PASS SPL,KIUL JN,GAYA JN
03390,GAYA KIUL PASS SPL,GAYA JN,KIUL JN
03393,KIUL GAYA PASS SPL,KIUL JN,GAYA JN
03394,GAYA KIUL PASS SPL,GAYA JN,KIUL JN
03395,IPR PNBE MEMU SPL,ISLAMPUR,PATNA JN
03396,PNBE IPR MEMU SPL,PATNA JN,ISLAMPUR
03405,BGP JMP DEMU SPL,BHAGALPUR,JAMALPUR JN
03406,JMP BGP DEMU SPL,JAMALPUR JN,BHAGALPUR
03407,RPH SBG MEMU SPL,RAMPUR HAT,SAHIBGANJ JN
03408,SBG RPH MEMU SPL,SAHIBGANJ JN,RAMPUR HAT
03411,RPH BHW PASS SPL,RAMPUR HAT,BARHARWA JN
03412,BHW RPH PASS SPL,BARHARWA JN,RAMPUR HAT
03427,JMP KIUL PASS SPL,JAMALPUR JN,KIUL JN
03428,KIUL JMP PASS SPL,KIUL JN,JAMALPUR JN
03431,SBG JMP MEMU,SAHIBGANJ JN,JAMALPUR JN
03432,JMP SBG MEMU,JAMALPUR JN,SAHIBGANJ JN
03434,KIUL JMP MEMU SPL,KIUL JN,JAMALPUR JN
03437,AZ MLDT PASS SPL,AZIMGANJ JN,MALDA TOWN
03438,MLDT AZ PASS SPL,MALDA TOWN,AZIMGANJ JN
03439,AZ BGP PASS SPL,AZIMGANJ JN,BHAGALPUR
03440,BGP AZ PASS SPL,BHAGALPUR,AZIMGANJ JN
03441,HSDA BGP DEMU SPL,HANSDIHA,BHAGALPUR
03442,BGP HSDA DEMU SPL,BHAGALPUR,HANSDIHA
03443,HSDA BGP DEMU SPL,HANSDIHA,BHAGALPUR
03444,BGP HSDA DEMU SPL,BHAGALPUR,HANSDIHA
03445,HSDA BGP DEMU SPL,HANSDIHA,BHAGALPUR
03446,BGP HSDA DEMU SPL,BHAGALPUR,HANSDIHA
03447,BAKA BGP DEMU SPL,BANKA,BHAGALPUR
03448,BGP BAKA DEMU SPL,BHAGALPUR,BANKA
03449,BAKA BGP DEMU SPL,BANKA,BHAGALPUR
03450,JMP TIL DEMU SPL,JAMALPUR JN,TILRATH
03451,TIL JMP DEMU SPL,TILRATH,JAMALPUR JN
03452,BGP BAKA DEMU SPL,BHAGALPUR,BANKA
03453,TIL JMP DEMU SPL,TILRATH,JAMALPUR JN
03454,JMP TIL DEMU SPL,JAMALPUR JN,TILRATH
03455,DUMK GODA DEMU SPL,DUMKA,GODDA
03456,GODA DUMK DEMU SPL,GODDA,DUMKA
03457,DUMK HSDA DEMU SPL,DUMKA,HANSDIHA
03458,HSDA DUMK DEMU SPL,HANSDIHA,DUMKA
03467,TPH RJL PASS SPL,TINPAHAR JN,RAJMAHAL
03468,RJL TPH PASS SPL,RAJMAHAL,TINPAHAR JN
03469,BWN BHW PASS SPL,BARDDHAMAN JN,TINPAHAR JN
03470,BHW BWN PASS SPL,TINPAHAR JN,BARDDHAMAN JN
03471,TPH RJL PASS SPL,TINPAHAR JN,RAJMAHAL
03472,RJL TPH PASS SPL,RAJMAHAL,TINPAHAR JN
03473,KGG JMP DEMU SPL,KHAGARIA JN,JAMALPUR JN
03474,JMP KGG DEMU SPL,JAMALPUR JN,KHAGARIA JN
03475,KGG JMP DEMU SPL,KHAGARIA JN,JAMALPUR JN
03476,JMP KGG DEMU SPL,JAMALPUR JN,KHAGARIA JN
03479,JMP KIUL DEMU SPL,JAMALPUR JN,KIUL JN
03480,KIUL JMP DEMU SPL,KIUL JN,JAMALPUR JN
03481,GODA BGP DEMU SPL,GODDA,BHAGALPUR
03482,BGP GODA DEMU SPL,BHAGALPUR,GODDA
03485,GODA HSDA DEMU SPL,GODDA,HANSDIHA
03486,HSDA GODA DEMU SPL,HANSDIHA,GODDA
03487,JMP KIUL PASS SPL,JAMALPUR JN,KIUL JN
03488,KIUL JMP PASS SPL,KIUL JN,JAMALPUR JN
03489,DUMK GODA DEMU SPL,DUMKA,GODDA
03490,GODA DUMK DEMU SPL,GODDA,DUMKA
03495,TPL RJL PASS SPL,TINPAHAR JN,RAJMAHAL
03496,RJL TPH PASS SPL,RAJMAHAL,TINPAHAR JN
03497,TPH RJL PASS SPL,TINPAHAR JN,RAJMAHAL
03498,RJL TPH PASS SPL,RAJMAHAL,TINPAHAR JN
03501,JSME BDME SRVN MELA SPL,JASIDIH JN,BAIDYANATHDHAM
03502,BDME JSME SRVN MELA SPL,BAIDYANATHDHAM,JASIDIH JN
03503,JSME BDME SRVN MELA SPL,JASIDIH JN,BAIDYANATHDHAM
03504,BDME JSME SRVN MELA SPL,BAIDYANATHDHAM,JASIDIH JN
03505,JSME BDME SRVN MELA SPL,JASIDIH JN,BAIDYANATHDHAM
03506,BDME JSME SRVN MELA SPL,BAIDYANATHDHAM,JASIDIH JN
03513,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03514,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03515,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03516,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03517,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03518,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03519,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03520,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03521,MDP GRD MEMU SPL,MADHUPUR JN,GIRIDIH
03522,GRD MDP MEMU SPL,GIRIDIH,MADHUPUR JN
03523,MDP GRD MEMU SPL,MADHUPUR JN,GIRIDIH
03524,GRD MDP MEMU SPL,GIRIDIH,MADHUPUR JN
03525,MDP GRD MEMU SPL,MADHUPUR JN,GIRIDIH
03526,GRD MDP MEMU SPL,GIRIDIH,MADHUPUR JN
03527,MDP GRD MEMU SPL,MADHUPUR JN,GIRIDIH
03528,GRD MDP MEMU SPL,GIRIDIH,MADHUPUR JN
03529,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03530,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03531,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03532,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03533,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03534,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03535,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03536,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03537,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03538,JSME UDL DEMU SPL,JASIDIH JN,ANDAL JN
03539,UDL JSME DEMU SPL,ANDAL JN,JASIDIH JN
03541,ASN GMO MEMU SPL,ASANSOL JN,NSC BOSE J GOMO
03542,GMO ASN MEMU SPL,NSC BOSE J GOMO,ASANSOL JN
03543,ASN GMO MEMU SPL,ASANSOL JN,NSC BOSE J GOMO
03544,GMO ASN MEMU SPL,NSC BOSE J GOMO,ASANSOL JN
03546,UDL BWN MEMU SPL,ANDAL JN,BARDDHAMAN JN
03547,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03548,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03551,BWN ASN MEMU SPL,BARDDHAMAN JN,ASANSOL JN
03552,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03555,ASN BRKA MEMU SPL,ASANSOL JN,BARKA KANA
03556,BRKA ASN MEMU SPL,BARKA KANA,ASANSOL JN
03558,ASN BWN MEMU SPL,ASANSOL JN,BARDDHAMAN JN
03559,UDL RPH MEMU SPL,ANDAL JN,RAMPUR HAT
03560,RPH UDL MEMU SPL,RAMPUR HAT,ANDAL JN
03561,JSME BDME MEMU SPL,JASIDIH JN,BAIDYANATHDHAM
03562,BDME JSME MEMU SPL,BAIDYANATHDHAM,ASANSOL JN
03563,ASN JSME MEMU SPL,ASANSOL JN,JASIDIH JN
03564,BDME JSME MEMU SPL,BAIDYANATHDHAM,JASIDIH JN
03565,JSME BDME MEMU SPL,JASIDIH JN,BAIDYANATHDHAM
03566,BDME JSME MEMU SPL,BAIDYANATHDHAM,JASIDIH JN
03567,JSME BDME MEMU SPL,JASIDIH JN,BAIDYANATHDHAM
03568,BDME JSME MEMU SPL,BAIDYANATHDHAM,JASIDIH JN
03569,JSME BDME MEMU SPL,JASIDIH JN,BAIDYANATHDHAM
03571,JSME MKA MEMU SPL,JASIDIH JN,MOKAMEH JN
03572,MKA JSME MEMU SPL,MOKAMEH JN,JASIDIH JN
03573,JSME KIUL MEMU SPL,JASIDIH JN,KIUL JN
03574,KIUL JSME MEMU SPL,KIUL JN,JASIDIH JN
03577,UDL SNT MEMU SPL,ANDAL JN,SAINTHIA
03578,SNT UDL MEMU SPL,SAINTHIA,ANDAL JN
03579,UDL SNT MEMU SPL,ANDAL JN,SAINTHIA
03580,SNT UDL MEMU SPL,SAINTHIA,ANDAL JN
03581,JSME BAKA DEMU SPL,JASIDIH JN,BANKA
03582,BAKA JSME DEMU SPL,BANKA,JASIDIH JN
03583,UDL SNT MEMU SPL,ANDAL JN,SAINTHIA
03584,SNT UDL MEMU SPL,SAINTHIA,ANDAL JN
03585,UDL SNT MEMU SPL,ANDAL JN,SAINTHIA
03586,SNT UDL MEMU SPL,SAINTHIA,ANDAL JN
03587,BWN RPH MEMU SPL,BARDDHAMAN JN,RAMPUR HAT
03588,RPH BWN MEMU SPL,RAMPUR HAT,BARDDHAMAN JN
03589,BWN RPH MEMU SPL,BARDDHAMAN JN,RAMPUR HAT
03590,RPH BWN MEMU SPL,RAMPUR HAT,BARDDHAMAN JN
03591,BKSC ASN MEMU SPL,BOKARO STL CITY,ASANSOL JN
03592,ASN BKSC MEMU SPL,ASANSOL JN,BOKARO STL CITY
03593,PRR ASN MEMU SPL,PURULIA JN,ASANSOL JN
03594,ASN PRR MEMU SPL,ASANSOL JN,PURULIA JN
03595,BKSC ASN MEMU SPL,BOKARO STL CITY,ASANSOL JN
03596,ASN BKSC MEMU SPL,ASANSOL JN,BOKARO STL CITY
03597,RNC ASN MEMU SPL,RANCHI,ASANSOL JN
03598,ASN RNC MEMU SPL,ASANSOL JN,RANCHI
03601,SNDT DHN PASS SPL,SINDRI TOWN,DHANBAD JN
03602,DHN SNDT PASS SPL,DHANBAD JN,SINDRI TOWN
03603,MDP GRD PASS SPL,MADHUPUR JN,GIRIDIH
03604,GRD MDP PASS SPL,GIRIDIH,MADHUPUR JN
03609,DGR ASN MEMU SPL,DURGAPUR,ASANSOL JN
03610,ASN DGR MEMU SPL,ASANSOL JN,DURGAPUR
03611,PNBE SSM PASS SPL,PATNA JN,SASARAM
03612,SSM PNBE PASS SPL,SASARAM,PATNA JN
03627,KIUL GAYA PASS SPL,KIUL JN,GAYA JN
03628,GAYA KIUL PASS PSL,GAYA JN,KIUL JN
03629,TIA DNR PASS SPL,TILAYA,DANAPUR
03630,DNR TIA PASS SPL,DANAPUR,TILAYA
